STARTTIME,ENDTIME,SRCADDRESS,DSTADDRESS,SRCPORT,DSTPORT,BYTEINCOUNT,BYTEOUTCOUNT,DSTLAT,DSTLNG,FLOWS,MAXTTLINPACKETS,PACKETINCOUNT,PACKETOUTCOUNT,SRCLAT,SRCLNG,TCPFLAGS,TRANSPORTPROTOCOL,CLASSIFICATIONLABEL
0:36:14,0:36:14,113.220.231.218,206.47.56.192,26347,23,40,0,43.62720108,-79.62220001,0,0,1,0,28.17919922,113.1136017,2,6,0
0:58:28,0:58:28,113.220.231.218,206.47.57.167,26603,23,40,0,43.62720108,-79.62220001,0,0,1,0,28.17919922,113.1136017,2,6,0
0:21:47,0:21:47,113.220.231.218,206.47.58.126,26603,23,40,0,43.62720108,-79.62220001,0,0,1,0,28.17919922,113.1136017,2,6,0
0:18:35,0:18:35,113.220.231.218,206.47.61.185,26603,23,40,0,43.62720108,-79.62220001,0,0,1,0,28.17919922,113.1136017,2,6,0
0:18:00,0:18:00,113.220.231.218,206.47.63.247,26347,23,40,0,43.62720108,-79.62220001,0,0,1,0,28.17919922,113.1136017,2,6,0
0:41:25,0:41:25,113.220.231.218,206.47.64.30,26347,23,40,0,43.62720108,-79.62220001,0,0,1,0,28.17919922,113.1136017,2,6,1
0:01:19,0:01:19,113.220.231.218,206.47.66.218,26347,23,40,0,43.62720108,-79.62220001,0,0,1,0,28.17919922,113.1136017,2,6,1
0:16:30,0:16:30,103.55.214.90,206.47.249.183,12533,23,40,0,43.72740555,-79.33174133,0,0,1,0,20,77,2,6,1
0:38:03,0:38:03,103.55.214.90,207.61.30.19,12534,23,40,0,43.64979935,-79.38150024,0,0,1,0,20,77,2,6,1
0:33:26,0:33:26,103.69.219.86,206.47.48.194,62058,445,52,0,43.62720108,-79.62220001,0,0,1,0,0,0,2,6,1
0:23:37,0:23:37,103.69.219.86,206.47.49.185,57562,445,52,0,43.62720108,-79.62220001,0,0,1,0,0,0,2,6,1
0:24:13,0:24:13,103.69.219.86,206.47.50.102,64932,445,52,0,43.62720108,-79.62220001,0,0,1,0,0,0,2,6,1
0:02:57,0:02:57,103.69.219.86,206.47.50.247,53499,445,52,0,43.62720108,-79.62220001,0,0,1,0,0,0,2,6,1
0:04:25,0:04:25,103.69.219.86,206.47.52.127,54744,445,52,0,43.62720108,-79.62220001,0,0,1,0,0,0,2,6,1
0:19:25,0:19:25,103.69.219.86,206.47.53.211,55835,445,52,0,43.62720108,-79.62220001,0,0,1,0,0,0,2,6,1
0:01:32,0:01:32,103.69.219.86,206.47.53.222,52721,445,52,0,43.62720108,-79.62220001,0,0,1,0,0,0,2,6,1
0:44:27,0:44:27,103.69.219.86,206.47.53.240,60917,445,52,0,43.62720108,-79.62220001,0,0,1,0,0,0,2,6,1
0:02:11,0:02:11,103.69.219.86,206.47.53.31,60598,445,52,0,43.62720108,-79.62220001,0,0,1,0,0,0,2,6,1
